,text
370220,doing laundry and packing for Massanutten with my best friend and casey this weekend. 
481574,Bed Time  Good Night
136968,@cjdkc Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
358704,Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away
42916,Still with this diddy shit???  Its sickening at this point and a little pathetic 
57266,I'm fine and dandy 
515884,Should have gone on a bike ride today but never quite happened  Still enjoyed the sun though 
425167,My throat hurts a little bit  oh no
518869,why does @mileycyrus have to make my life so depressing! 
328450,"Good morning Canada! No,I'm not there and BTW there is night right know  XD but i don't care I just wake up and i'm taking my dog out "
135076,@jackgraycnn Your sushi/Pat Benatar tweet has me believing that you can see right into my soul... 
49381,I think Rusky has had a slight relapse. She can barely keep her eyes open and she's not eating 
186569,"Today, I was putting on jeans and noting how they're my very favorite jeans and I love them so much. I proceeded to rip them. FML "
372597,"@xlad My ex-boss smelled like a butchers county, all meaty. Her feet were so dirty she left a stain on the carpet under her desk "
105890,Now if only I could catch up on the horrendous photo backlog dating back to 2001... 
245785,"@meridance thanks  I hope u enjoyed the pics of Russell! I will be updating it soon, it's been a bit neglected lately :s"
208107,Mariachi practice...not very fun tonight... 
512754,"Back from snowboarding, way to busy for me.. Thinking of doing some more Java today "
218708,"@Nancy846 I know you can get blocked for like 2 hours if you tweet too much, happens to me way too often "
468031,webcomics before bed 
84408,@JKsGirlx2 i dunno - who knows if they'll ever get married now that jess&amp;joe are history! 
398616,woke up late again  3rd day in a row..
478605,Breakfast now!  brb
524901,Okay so I'm catching up on my picture posting  haha http://twitpic.com/4j805
496469,@eesti93 I know you are going through a hard time right now. I'm so sorry. If you need anything just ask 
343504,@dobe_bubble My sources say no 
516708,@oblessa can you get to listen to Radio Jamaica's live stream? Do they have one? Nationwide is playing Ska now 
317939,The blisters on my feet are killing me 
323708,@vivelalyssa i shall come when its a tad bit better  i was there when it started becoming a disaster. lol.
337322,"- @EvertB which one? http://bit.ly/10o8LW, http://bit.ly/Nh82S or http://bit.ly/wr8Vz - latter for the US Store only  #iphone #comics"
485344,"@clareohh oh I agree, ihy when bands do that and you already have the cd "
144232,@joenoia wass up lovely i anit show you no love yet... 
202839,Ewww! I hate worms and accidently laying on them. I like parks with swings and ben 
294749,@vikkiannx oh that makes sense  me two i like the hairstyle he has now but i thought i was the only one that liked it lol
385102,@mmehta5 Even Harsh left now  There seem to be less and less reasons every day for me to stick around here
17223,feeling very uninspired to write this article. 
499704,South africa's world cup curse seems to continue 
271009,just finished her paper and is going to bed. Goodnight! 
163553,@BukasPalad Oh my... Latin?  Exciting!  Can't wait to listen to that. 
12200,"Had no sleep at all, sooo tired and dont want to go to work "
274063,@katarin lol thinks anyone in Iran can get internet access to see your twitter icon 
315298,No luvin for the evening 
155508,@jshe You're up against @foxylicious! Is that a concern?  lol
315118, ...?                   ..frustrated?
214346,just got home from work. We got ROBBED when it came tip time. Don't know what happened...talk to me 
294929,"Plus, it's my wedding anniversary today - 7 years  I love you, @zorgbargle"
267672,@Amourada the hate one? i was like  but then i lol'd
29130,im grounded tonight  i hate stupid silent mode 
206799,tummy hurts  think im getting nervous about working tomorrow..having to stuff envelopes again shit..that aint in my job description 
501900,My random clicking around after saying I was going to bed only lasted a minute or so 
428277,Oh summer is here and now I have no communication with anyone... 
193815,Loves how busy it is today! Going to be a long couple of days 
84563,why hasn't stephen dry replyed to me 
166709,"is developing a script that remove all friends from 360.yahoo. Anyway, yahoo sucks "
118660,@mikeschramm Good luck Mike! I would try the queue to get a ticket for someone (I live in CA) but I'll be at the Maker Faire. 
258909,@ozric73 I think I might have to try this. How much sugar do you need in the coffee n would 'Camp' coffee syrup suffice? Gettin into this 
507125,"@navawritz yessss, we definitely will! i sure hope it's a girl... would be a nice balance. and her older brother can watch out for her. "
413911,sorting books and movies to pack... 
364337,"@8bitjoystick Thanks for the heads up dude, I'll check it out. I love HDMI too, but my monitor for gaming doesn't have it "
310968,Tryin to work out money... not good financial times 
470376,im bored right now 
483542,i actully love fiona  roastin marshmallows over the bbq at night and crawling about the mud like lions :L
449970, all day.. no play.
56310,Love that the Proverbs 31 woman was clothed in purple - an apparent LSU Tigers fan 
113935,Lots of Palm trees but no sun 
88413,@louhsha ow. haha!  SOO! how are you?
375546,Church time  I decided i'm gonna wait to leave until eight and its KILLING me!
209006,http://twitpic.com/66sls - @megelin and I just saw this monster dog in the park 
356162,Yes... I'll have some ice in ice tea please  LoL
51332,@sunkissed_jo no problem. we have to things in common 1 the name 2 mcfly 
283919,@paperbiscuit http://twitpic.com/69vn9 - Congrats for a wonderful film! You and Ricky's work are phenomenal! truly inspiring! 
26548,dam yankees  doing absolutely nothing tonight
160133,@ness_71 nick takes more time than I do to get ready :p I've got an appointment booked on sat now so I can survive when I retire 
4614,"well, not that slow actually "
417310,"for my very short #followfriday, some new tweeps that I have found very interesting  @SDArtJournal @dwellephant @ranchovalencia"
115346,"@KeiranLee Sup Mary, Good luck kicking balls with all the other boys today man! I hope you get your balls in the net or whatever bro LOL! "
7254,@ashlarr yup yup.  but my iTunes got all messed up. renamed my library (damaged) lost all songs  don't know what to do 2 get iTunes back
467462,@quarrygirl I know he's always lookn for good vegan food. He wanted vegan twinkies I made but they wouldn't survive shippn from MN to NYC 
252310,@rabiagarib Great comment by Imran..  unfortunately.. i am yet not able to review videos.. 5 videos pending on cio till now 
40836,@RachelHipp  ate at app grill 2night....thanks for dinner 
523456,@TheBibik Found you through @MrTweet &amp; you are followed by several common friends of mine. 
495757,I am seriously kicking myself for buying two tickets to this Wallflowers show and having no one to go with.  
184430,@BeckyLopez Happy Mother's Day! 
319294,@tommcfly Goodnight Tom 
197429,relaxing.... 
260953,@kateesslemont no reason just wanted to know  your exam timetable always sucks really badly ....
141418,bodies found from air france plane. so sad- people may not have died on impact  http://bit.ly/IY7fT
499368,Lakers are gonna go to THE FINALS!!!!!!! 
116772,"Now enjoying a glass of pinot.  Then I might just have another, what the hell, the bottle. I'm not riding anywhere tomorrow "
183236,Just looked up movie times. Dance flick and ghost of girlfriends past aren't playing at eastgate. 
512690,"I lost my notes in twiiter, what happen?  Well,,, I've read the 'Notting Hill' script again. I love it!"
476390,Gettin ready for some cherch wit Mr.Bebe Winans....beautiful day out 
65373,@pikachou how do you have so many followers  i want more.
43966,Eating at danny's with the family 
31302,"spotted, little d going to school  almost done!"
86238,@dannyfoo i admire those bloggers on wordpress.com 
408677,@elliotjames  ...ever? Seriously?
464762,@pledgeman yeah too bad I am on a diet 
354955,"Eating nuts &amp; fruit like a squirrel (gettin my omegas), working on small claims case. I WILL be getting my $. Have so much evidence "
189381,Andrew Forrest loses $7b - BRW Rich List. http://cli.gs/A41udD - I didn't make the list - guess my bank balance doesn't have enough zeros 
395000,I'm gonna try to ge some sleep  Even though that's impossible without talking to Jess first... I'm still gonna try.
478523,awesooooome weather 
183680,@jjacquelynn good luck baby ill see you fri  loveyou
5779,particularly my race against Chris in the stockroom. just cant beat the nike lights 
115249,"Finally home. Tired, but can't sleep. "
335497,@bizlike  ran out of tequila
10445,@nicepaul &quot;guerilla&quot; usability tests... nice one 
260545,is missing you so much already and is so sad that things couldnt be different 
141708,"@yackiepain My days is going good, thanks  Nothing have to do."
326672,I'm about to go to Ringwood with Kyleeeeeeeeee  i'm tons excited.
472086,Watching videos on Youtube and thinking.. Jason Michael Carroll needs to come back to WA SOON!!! September was too long ago 
472435,Finally.  But now I have to go to a party I wasn't planning on going to.  
512499,eating is painful 
443227,@tommycalvo i didn't get married tonight  good night!
21220,@Lindsey_Beverly on the way now 
154116,loving the new @songzyuuup jam &quot;I need a girl&quot; he did his thing on this jam and looks soooo good in the video 
129061,I'm certain my bed is the best place ever. Especially after a fantastic day with amazing people.  
32932,It's only been two minutes and I miss you already. 
436913,@hethur240  so you have to run around in the storm to pee?
299469,don't have to work. cleaning 
516846,Hanging out with my noonies 
148923,Drinks are great! Thanks @mikeirv for putting it on ur tab 
165642,@austindance bummer  It was cool - unique footage from and discussion of his early years in Russia. Not a complete bio. Learned a lot tho
43340,im just excited ahaha!   ?
25828,got the coughlin betke box seats for the sox game tomorrow night  
42084,"@nancyjonas101 dear nancy jonas, i highly detest chemistry as well and hope that i never have to see another chem problem after june 16 "
107807,@LorimarBerrios that sucks  ru still gonna work at cornerstone?
467159,survived first &amp; hopefully last emergency landing yest... upsettingly no inflatable slide usage tho 
118612,@JazperAbellera agreeed. Like all the dreams involving massive shopping sprees that I think are real 
332674,I hate pop quizes! They should be illegal. Now I really hate this stats class... 
360931,Awake from 6th Period nap  &lt;3
60492,@DA_realist1eva that's because EVERYONE loves North Carolina women. What is there not to like! 
405042,"@rt_magic Vacation Tweet by aseponde: Hi - Thanks for adding me  If you are looking for small biz idea, this blog might interest you - ..."
334493,Now heading to &quot;Business After Hours&quot; with the Ryde Business Forum + Chamber of Commerce http://bit.ly/dqDul speak soon twitterers 
394247,@Mr_Kimbalicious Have you heard Release Me by Agnes? its brilliant 
